EVENT	HeLa_CNTRL	HeLa_CNTRL_A	HeLa_CNTRL_B	HeLa_CNTRL_C	HeLa_SON	HeLa_SON_A	HeLa_SON_B	HeLa_SON_C	HeLa_SRRM2	HeLa_SRRM2_A	HeLa_SRRM2_B	HeLa_SRRM2_C	HepG2_CNTRL	HepG2_CNTRL_A	HepG2_CNTRL_B	HepG2_CNTRL_C	HepG2_MARS	HepG2_MARS_Aa	HepG2_MARS_Ab	HepG2_MARS_Ba	HepG2_MARS_Bb	HepG2_MARS_Ca	HepG2_MARS_Cb	HepG2_RARS	HepG2_RARS_A	HepG2_RARS_B	HepG2_RARS_C	HepG2_SRRM2	HepG2_SRRM2_Aa	HepG2_SRRM2_Ab	HepG2_SRRM2_Ba	HepG2_SRRM2_Bb	HepG2_SRRM2_Ca	HepG2_SRRM2_Cb
EEF1D=HsaEX0021625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	74.56	NA	NA	90.18	51.41	75.76	NA	NA	NA	46.79	NA	56.96	54.15	NA	50.50	49.91	NA	NA	NA	NA	NA	NA
ARHGEF10=HsaEX0005579	42.43	50.39	31.45	48.14	42.70	46.32	54.34	34.38	45.59	47.03	56.57	37.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARHGEF10=HsaEX0005569	87.97	93.03	100.00	74.64	73.13	83.05	NA	79.10	88.84	86.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CACTIN=HsaEX6091869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	0.00	0.00	3.03	2.11	NA	6.61	4.61	0.00	NA	0.00	14.44	12.41	18.76	1.74	0.00	0.00	NA	NA	NA	NA	NA
BABAM1=HsaEX7108770	81.43	71.69	91.03	81.03	76.28	89.68	NA	71.69	77.60	84.99	79.02	69.87	88.42	93.00	86.36	86.93	92.61	92.03	96.49	91.48	91.96	89.05	93.14	87.81	90.48	87.03	85.39	95.91	97.04	97.09	95.13	94.42	94.98	96.16
PIK3R2=HsaEX0047594	100.00	NA	NA	NA	60.89	NA	NA	NA	NA	NA	NA	NA	100.00	100.00	100.00	100.00	98.95	100.00	100.00	100.00	100.00	97.99	96.56	99.50	99.47	100.00	99.01	99.61	100.00	97.93	100.00	100.00	100.00	100.00
PBX4=HsaEX6094145	94.41	100.00	83.36	100.00	94.78	NA	NA	88.18	96.02	NA	NA	100.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERF=HsaEX7108908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.06	9.02	NA	NA	3.20	NA	NA	NA	NA	0.00	NA	NA	NA	NA	NA	3.76	NA	NA	NA	NA	NA	NA
HBP1=HsaEX0029312	82.21	NA	NA	NA	87.95	NA	NA	NA	100.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATP6V0A4=HsaEX6010768	78.52	NA	NA	NA	NA	NA	NA	NA	100.00	NA	NA	NA	100.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CEP41=HsaEX0067578	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	96.36	100.00	96.44	92.66	86.00	100.00	NA	NA	100.00	88.47	76.88	86.02	82.51	84.26	92.58	85.83	89.38	93.24	NA	NA	NA	100.00
CEP41=HsaEX0067579	100.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	96.17	100.00	96.57	90.22	83.27	100.00	NA	NA	100.00	86.33	80.50	84.09	79.76	83.99	90.38	89.27	93.37	93.15	72.76	100.00	NA	100.00
ANKMY2=HsaEX0004255	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.30	15.25	16.00	14.89	6.65	23.34	8.04	NA	3.35	1.83	0.00	12.39	16.87	8.67	11.39	8.54	8.11	18.29	NA	NA	1.64	5.00
EIF4H=HsaEX7004208	40.47	38.18	42.13	50.68	29.35	28.29	32.21	NA	38.79	28.74	NA	49.40	21.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.82	NA	NA	NA	21.42	NA	NA	NA	NA	NA	NA
RAPGEFL1=HsaEX0052297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	79.27	NA	NA	NA	79.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	93.82	NA	NA	NA	NA	NA	NA
KAT2A=HsaEX0032871	100.00	NA	100.00	NA	75.76	NA	NA	NA	93.44	84.00	NA	100.00	99.72	99.37	99.76	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.73	99.71	99.47	100.00	99.31	97.33	100.00	100.00	98.98	100.00	100.00
LUC7L3=HsaEX6023600	21.58	22.29	19.55	18.59	14.01	11.54	17.52	14.07	30.65	28.75	27.79	31.60	14.46	15.46	17.13	10.78	17.79	18.66	20.24	15.43	14.18	17.68	19.99	16.34	16.02	20.86	11.72	14.28	7.51	12.19	15.90	16.70	18.53	19.44
UBE2D3=HsaEX7002725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	83.02	NA	NA	NA	100.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	77.34	NA	NA	NA	NA	NA	NA
DHX15=HsaEX0019565	47.80	NA	NA	53.55	54.70	NA	NA	NA	41.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRIM3=HsaEX0067087	2.38	2.43	4.35	0.00	2.86	NA	NA	NA	1.33	0.00	NA	0.00	11.35	NA	14.24	11.11	15.15	NA	NA	NA	NA	NA	NA	8.93	17.65	5.88	4.55	9.58	0.00	13.04	0.00	NA	NA	NA
CHKA=HsaEX7006131	20.37	9.16	11.89	33.47	5.32	4.01	NA	8.27	26.00	NA	18.50	26.61	0.43	0.21	0.23	1.12	0.98	1.38	1.01	0.00	0.00	0.98	1.82	0.58	0.37	0.44	1.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SLC11A2=HsaEX0058567	52.88	NA	NA	NA	NA	NA	NA	NA	57.64	NA	NA	NA	0.42	0.17	0.79	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.80	1.03	0.79	0.32	1.41	1.69	1.96	0.00	0.00	0.80	2.04
PTGES3=HsaEX7106636	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86.54	NA	NA	70.43	85.53	NA	NA	NA	NA	NA	NA	95.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTGES3=HsaEX7007205	56.00	54.58	58.41	58.23	50.89	47.79	53.60	50.91	63.77	59.50	61.07	68.49	41.35	38.28	44.66	40.74	57.83	NA	NA	NA	NA	NA	51.28	42.27	45.08	45.74	38.86	57.30	NA	54.03	NA	NA	NA	NA
ITFG2=HsaEX0032302	90.45	88.69	93.66	92.81	95.94	94.65	100.00	92.86	97.19	100.00	95.96	96.46	75.07	NA	NA	NA	89.57	NA	NA	NA	NA	NA	NA	73.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VDR=HsaEX0070294	10.03	13.40	2.45	12.91	4.15	3.34	8.01	1.55	12.99	9.85	27.58	7.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RAB5B=HsaEX0051720	9.05	6.18	14.69	7.59	6.83	7.62	5.53	6.80	19.78	19.34	25.50	20.95	5.90	2.46	8.77	6.85	5.17	3.63	10.73	3.15	4.61	5.25	2.08	6.12	5.29	5.92	7.07	7.42	9.91	10.09	0.00	4.22	9.05	5.79
CNOT2=HsaEX0016018	23.02	NA	NA	NA	27.15	NA	NA	NA	NA	NA	NA	NA	14.06	24.40	12.43	8.52	23.31	NA	NA	NA	NA	NA	NA	15.83	10.52	29.89	5.43	30.39	NA	NA	NA	NA	NA	NA
CNOT2=HsaEX0016020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.04	NA	2.50	NA	12.45	NA	NA	NA	NA	NA	NA	16.49	NA	NA	NA	21.65	NA	NA	NA	NA	NA	NA
CNOT2=HsaEX0016021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.17	NA	19.47	NA	11.64	NA	NA	NA	NA	NA	NA	17.64	NA	NA	NA	17.97	22.94	NA	NA	NA	NA	NA
MCM9=HsaEX0038278	92.79	NA	NA	NA	65.87	NA	NA	NA	69.84	NA	NA	NA	51.84	38.92	63.39	44.00	55.07	NA	NA	NA	NA	NA	46.67	46.48	42.24	53.50	39.15	40.70	29.17	NA	NA	NA	NA	NA
PDE4D=HsaEX6098328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	NA	NA	NA
CYB561D2=HsaEX6056193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	77.42	74.31	77.92	78.44	80.53	82.13	91.86	70.33	72.49	84.79	76.18	72.90	71.57	79.01	68.88	80.84	76.60	81.06	91.61	79.80	86.75	71.55
DNAH1=HsaEX6056381	100.00	NA	NA	NA	83.13	90.53	NA	NA	100.00	NA	NA	100.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ELMOD3=HsaEX0022178	82.04	NA	NA	NA	72.90	NA	NA	NA	76.44	NA	NA	NA	84.30	81.44	84.62	87.92	72.25	NA	NA	NA	NA	NA	NA	86.29	86.86	100.00	70.83	78.85	NA	NA	NA	NA	NA	NA
PASK=HsaEX0045663	4.71	0.00	NA	NA	0.00	0.00	NA	NA	0.90	NA	2.09	0.00	23.85	22.23	NA	20.46	18.89	NA	NA	NA	NA	18.52	NA	10.07	NA	NA	8.60	14.79	NA	NA	NA	NA	NA	NA
LRRC42=HsaEX0036615	71.02	70.43	72.06	63.28	59.49	66.09	61.28	49.58	62.04	66.10	57.71	55.63	37.83	35.72	39.21	38.12	39.78	37.06	38.75	35.26	36.99	38.62	49.91	37.81	33.24	40.61	41.30	44.39	44.68	38.70	47.90	49.88	45.28	43.63
EDEM3=HsaEX6035442	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	87.37	NA	NA	NA	NA	69.43	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	NA	NA	100.00	NA
CDK18=HsaEX6036301	100.00	100.00	100.00	100.00	79.41	NA	NA	75.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00
RSRP1=HsaEX7000113	NA	NA	NA	NA	24.32	NA	NA	NA	17.53	NA	NA	13.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC35A3=HsaEX0059384	19.71	15.83	14.01	27.15	20.98	14.61	23.37	29.21	16.64	20.94	16.02	18.98	25.53	32.94	17.41	28.45	24.33	5.56	32.87	25.62	NA	22.28	29.58	28.88	32.10	26.48	28.98	27.80	23.70	28.30	NA	NA	13.79	34.54
SLC35A3=HsaEX0059383	73.14	74.16	75.05	74.57	84.38	81.02	91.80	82.12	86.31	88.44	71.77	95.10	85.79	83.63	85.16	87.02	93.08	92.62	92.42	100.00	100.00	91.74	89.28	88.62	85.71	91.26	87.74	92.59	97.63	89.48	100.00	100.00	100.00	81.06
SLC35A3=HsaEX0059385	73.14	71.75	70.37	82.77	83.69	80.90	90.13	82.56	62.08	56.53	68.62	59.09	89.37	92.49	87.06	89.49	92.88	100.00	90.98	100.00	100.00	87.64	90.82	89.57	90.02	89.61	88.99	94.52	97.86	97.81	100.00	89.65	89.05	90.45
MTFR1L=HsaEX0024512	96.70	96.27	94.67	100.00	54.53	58.80	55.50	55.78	96.58	94.91	100.00	96.20	100.00	100.00	100.00	100.00	99.51	100.00	100.00	100.00	100.00	96.33	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00
PLAGL1=HsaEX7101758	90.99	91.15	83.74	100.00	89.22	93.10	87.18	92.25	84.81	74.79	83.61	100.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PMFBP1=HsaEX7009050	90.56	NA	NA	NA	100.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CNTRL=HsaEX0014654	100.00	100.00	NA	100.00	95.10	95.09	NA	91.06	93.80	100.00	100.00	86.49	90.43	89.69	95.16	82.92	100.00	NA	NA	NA	NA	NA	NA	93.27	94.32	89.11	100.00	100.00	NA	NA	NA	NA	NA	NA
RBM18=HsaEX0052637	8.69	5.87	12.64	8.79	12.39	24.14	8.12	0.00	20.96	NA	NA	17.50	0.76	0.69	0.00	1.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.56	0.00	4.76	0.70	0.24	0.00	0.00	0.00	0.00	0.00	1.19
DLST=HsaEX7107313	92.45	NA	NA	NA	95.88	NA	NA	NA	86.55	NA	NA	82.42	77.32	NA	85.34	68.79	66.63	NA	NA	NA	NA	NA	NA	75.71	79.13	NA	52.76	68.92	NA	NA	NA	NA	NA	NA
ZC2HC1C=HsaEX0024123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.10	11.56	17.89	3.92	5.87	3.19	8.70	NA	0.00	11.94	NA	9.58	6.84	15.78	2.12	12.24	13.07	19.81	8.64	11.94	4.93	12.31
RBM25=HsaEX0052664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.22	NA	2.43	NA	NA	NA	NA	NA	NA	NA	NA	11.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF410=HsaEX0073604	16.56	17.62	16.86	15.12	38.51	37.14	32.38	50.00	24.45	23.76	15.94	37.93	63.57	67.93	59.05	64.55	64.94	64.91	65.85	65.91	62.24	62.29	69.05	64.78	63.91	60.28	69.75	67.57	63.98	72.69	66.28	52.41	73.72	71.22
ZNF410=HsaEX0073598	23.30	27.41	19.69	24.49	16.72	17.30	16.55	18.50	21.30	19.32	19.66	24.78	5.06	3.30	4.43	6.78	9.26	18.37	7.69	8.00	9.09	10.59	5.26	4.27	5.08	6.42	2.03	8.63	11.45	8.39	0.00	12.12	11.48	5.62
TECTB=HsaEX6090491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100.00	NA	NA	NA	100.00	NA	NA	NA	NA	NA	NA	91.76	NA	NA	79.88	96.96	NA	NA	NA	NA	NA	NA
CFAP58=HsaEX6090362	89.59	NA	NA	NA	100.00	NA	NA	NA	100.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SEC16B=HsaEX0056840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95.33	100.00	93.44	89.83	97.60	NA	NA	NA	NA	100.00	91.68	91.60	93.33	100.00	80.90	98.29	100.00	100.00	NA	100.00	92.01	NA
PDZD11=HsaEX7101764	8.36	9.62	7.59	8.19	2.24	3.76	2.17	0.96	6.37	6.83	4.93	7.20	13.75	10.93	16.78	12.93	21.08	22.39	21.29	11.13	16.60	27.86	21.83	12.99	10.14	11.04	17.00	20.14	18.40	29.27	14.85	17.61	16.02	17.20
NR2C1=HsaEX0043692	10.36	13.92	4.46	12.42	14.61	17.98	19.77	10.91	15.45	23.82	17.92	8.49	1.85	1.18	1.32	3.20	1.39	NA	0.00	NA	NA	0.00	2.16	2.82	0.00	6.55	2.23	7.42	8.88	11.41	NA	NA	4.65	0.00
PDLIM2=HsaEX7105195	67.12	NA	57.14	100.00	41.82	NA	NA	NA	55.29	NA	NA	44.19	90.20	89.07	91.42	90.88	86.54	86.04	84.62	87.50	86.24	88.82	88.75	90.54	88.05	92.73	92.61	89.09	88.64	86.07	90.00	84.49	90.54	90.42
ABCC11=HsaEX7008934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.03	NA	0.00	8.10	3.65	NA	NA	NA	NA	NA	NA	7.82	3.41	0.00	18.83	NA	NA	NA	NA	31.88	32.53	23.49
ABCC11=HsaEX6043644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	93.75	88.10	100.00	95.05	96.20	NA	NA	NA	NA	NA	NA	86.59	88.79	84.64	87.80	95.09	87.96	100.00	94.93	89.35	100.00	100.00
PILRB=HsaEX0047637	85.82	83.02	88.49	87.83	18.81	25.25	12.18	24.38	64.12	NA	66.05	60.91	94.99	94.81	96.57	93.88	96.96	94.37	100.00	97.68	91.87	100.00	96.34	93.40	88.84	95.46	95.21	95.57	96.47	89.51	100.00	100.00	97.99	89.96
PILRB=HsaEX0047638	43.50	NA	NA	34.63	4.87	2.47	7.48	4.99	23.36	NA	21.49	28.19	73.76	79.78	72.43	68.54	78.63	NA	89.86	85.21	NA	NA	71.07	70.00	68.00	66.29	74.20	75.43	74.23	NA	85.47	NA	NA	NA
POLR3GL=HsaEX0049127	78.30	77.31	79.34	81.98	73.35	76.40	79.73	66.89	75.76	80.55	80.75	72.02	97.24	100.00	94.11	98.25	99.11	100.00	100.00	100.00	97.28	96.05	100.00	97.42	98.59	95.44	97.49	97.47	97.45	100.00	100.00	96.13	92.82	96.14
POLR3GL=HsaEX0049128	75.27	75.44	70.17	77.03	33.33	34.71	36.87	29.87	65.24	65.50	61.90	68.47	86.94	86.11	81.25	94.67	89.94	97.65	97.33	85.19	95.83	72.00	81.40	87.93	85.19	94.12	85.45	84.82	93.33	86.44	86.44	77.78	72.73	88.89
LRIF1=HsaEX0010084	66.28	66.84	65.21	64.14	56.41	51.97	62.51	54.55	70.59	75.78	60.79	66.36	24.98	33.29	17.45	27.14	34.83	33.96	32.34	30.28	24.13	45.06	32.30	17.83	18.97	16.05	17.60	24.41	31.37	19.69	15.70	18.08	27.59	25.53
RWDD3=HsaEX0056010	36.31	35.29	40.35	30.77	34.57	32.39	40.00	36.36	37.14	31.43	37.78	41.94	40.07	35.65	42.11	45.26	40.61	37.31	29.63	29.03	27.27	57.69	54.39	42.41	39.24	49.53	38.69	26.18	23.08	23.46	25.00	25.00	26.83	42.86
ZC3H13=HsaEX0072224	27.60	25.73	29.55	25.50	31.04	28.46	33.91	28.49	26.20	24.06	27.86	26.32	20.29	21.41	24.62	14.86	22.15	10.25	NA	17.84	16.00	24.23	26.65	21.35	18.26	21.18	25.32	10.25	15.11	10.67	NA	NA	11.62	9.75
PLCG1=HsaEX6078181	100.00	100.00	100.00	100.00	80.28	92.73	77.63	72.93	100.00	100.00	100.00	100.00	99.68	99.01	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00
STX16=HsaEX0062679	39.24	46.14	36.32	35.73	18.38	16.94	17.60	16.32	55.47	45.47	50.87	62.93	63.69	62.99	64.56	63.79	70.68	77.94	67.80	66.51	65.16	69.50	72.40	56.63	57.26	57.12	55.26	84.38	80.25	86.00	86.05	92.45	82.45	85.19
MOCS1=HsaEX0039763	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76.86	74.77	78.64	77.44	77.35	69.28	89.26	74.87	83.62	74.50	76.42	83.51	83.02	85.99	81.63	84.20	93.10	86.48	90.30	63.69	86.89	75.32
SH3TC1=HsaEX6083544	33.91	22.14	NA	NA	22.13	NA	NA	NA	37.83	NA	NA	NA	1.16	0.00	1.62	2.46	0.23	0.00	0.00	0.00	1.11	0.00	0.00	0.96	0.54	1.16	1.97	0.38	0.57	0.00	1.56	0.00	0.00	0.00
GGA3=HsaEX0027380	3.99	3.54	4.49	3.84	3.00	3.10	3.05	2.47	3.41	4.51	0.63	3.06	9.81	8.27	11.05	9.13	18.47	23.08	NA	NA	7.69	6.76	30.74	16.07	18.26	16.86	12.50	16.82	12.61	7.82	15.01	27.98	NA	NA
RRBP1=HsaEX0055733	18.28	16.97	17.36	21.04	22.53	21.79	23.40	21.83	20.79	21.01	21.59	19.50	32.37	32.75	32.48	31.77	33.07	34.41	36.32	32.34	30.55	32.57	33.31	30.58	32.77	30.45	26.72	38.64	39.98	39.47	37.33	36.99	40.34	36.84
TMEM74B=HsaEX6076787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57.47	50.00	60.00	63.64	64.79	63.30	77.01	47.73	60.00	80.77	72.73	49.04	38.71	75.51	44.44	50.21	NA	75.76	28.21	44.19	34.29	72.97
ARMCX5=HsaEX0005974	NA	NA	NA	NA	83.68	NA	NA	NA	92.40	NA	NA	100.00	47.51	44.37	36.36	65.92	54.35	NA	NA	NA	NA	65.10	65.38	53.26	39.89	65.80	54.34	48.68	68.11	31.32	NA	NA	49.78	NA
AGO3=HsaEX0021975	12.20	NA	NA	NA	7.41	NA	4.76	NA	14.81	NA	NA	18.52	17.71	15.62	17.90	19.75	42.03	NA	NA	NA	NA	NA	NA	NA	9.71	34.47	24.31	24.60	5.52	NA	NA	NA	NA	NA
ST3GAL3=HsaEX0061961	4.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.61	7.69	13.04	24.14	13.58	14.29	11.11	NA	NA	0.00	NA	13.04	11.11	27.78	0.00	13.73	NA	4.00	NA	NA	12.00	NA
ST3GAL3=HsaEX0061953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.28	7.88	NA	8.36	5.00	NA	NA	NA	4.11	NA	4.11	14.17	5.44	26.32	NA	10.66	11.54	5.84	NA	NA	10.20	NA
PROZ=HsaEX6041217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.11	4.00	NA	0.00	15.15	NA	NA	NA	NA	NA	NA	15.62	23.53	NA	NA	4.31	NA	NA	NA	NA	NA	NA
PDCD2L=HsaEX0046131	75.43	63.66	74.66	83.05	17.62	14.14	13.51	20.86	72.38	68.25	73.53	65.59	95.96	97.18	95.39	95.82	97.96	97.50	96.61	100.00	98.15	97.16	98.48	96.99	96.51	99.10	95.71	97.74	97.06	97.04	100.00	94.08	98.71	100.00
PDCD2L=HsaEX0046132	81.29	73.35	77.72	88.57	33.94	30.71	30.96	33.68	86.19	86.07	82.22	80.92	94.14	93.73	93.99	94.42	97.78	98.55	96.39	100.00	95.65	96.94	98.26	94.58	91.04	98.83	94.87	95.31	95.21	94.23	94.44	92.00	98.02	100.00
PRMT1=HsaEX7108964	100.00	NA	NA	NA	NA	NA	NA	NA	91.50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DNAJC8=HsaEX0020371	23.68	25.00	NA	28.57	15.60	9.68	26.67	12.50	16.88	NA	NA	5.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PCNX4=HsaEX0009381	28.46	NA	19.33	23.81	26.65	22.36	NA	20.33	33.56	NA	NA	24.30	0.76	0.00	0.91	1.42	0.16	0.00	0.00	1.33	0.00	0.00	0.00	0.51	0.00	0.98	0.56	0.45	0.00	0.00	0.00	1.31	0.80	0.85
MAP2K2=HsaEX7010286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.89	NA	NA	NA	14.33	NA	NA	NA	NA	NA	NA	33.64	NA	NA	NA	30.21	NA	NA	NA	NA	NA	NA
SYNGR3=HsaEX0063198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.55	NA	4.35	NA	21.05	NA	NA	NA	NA	NA	NA	9.09	NA	NA	NA	6.25	NA	NA	NA	NA	NA	NA
POR=HsaEX7104727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29.57	NA	NA	NA	NA	NA	NA
PAICS=HsaEX7002604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.20	NA	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	NA	NA	NA
PRKRIP1=HsaEX0050240	45.91	42.92	47.11	48.05	51.82	55.26	48.52	50.68	42.29	43.21	41.53	41.61	76.67	71.31	77.06	81.80	80.98	92.04	82.90	81.77	79.16	77.30	72.33	81.47	75.96	84.91	84.70	73.85	80.61	80.05	73.09	64.90	65.93	68.06
OSGEPL1=HsaEX0044977	100.00	NA	NA	NA	100.00	NA	NA	NA	81.82	100.00	NA	64.29	92.59	100.00	81.48	100.00	100.00	100.00	100.00	NA	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00
HERC2=HsaEX7008355	NA	NA	NA	NA	NA	NA	NA	NA	54.99	NA	NA	NA	53.88	61.43	48.40	54.58	66.66	NA	NA	NA	NA	70.17	77.65	55.40	61.99	60.26	49.75	64.19	58.80	52.79	NA	NA	75.94	66.10
FXR2=HsaEX0026642	NA	NA	NA	NA	2.44	0.00	NA	NA	22.22	NA	23.08	NA	1.79	1.64	1.50	2.43	2.44	1.61	2.27	1.82	3.91	2.93	1.93	2.35	2.10	2.29	2.15	1.80	0.43	1.41	2.49	0.00	6.03	1.54
SAT1=HsaEX0056271	35.03	48.24	23.67	33.54	52.36	63.28	43.96	48.02	44.39	NA	44.59	38.08	12.57	7.48	14.95	13.44	4.43	3.28	3.97	6.46	4.81	4.73	4.55	12.96	9.33	17.27	12.85	5.00	5.19	5.12	4.53	4.22	5.73	4.05
USHBP1=HsaEX0069555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95.98	NA	90.47	NA	100.00	NA	NA	NA	NA	NA	NA	88.82	NA	NA	NA	100.00	NA	NA	NA	NA	NA	NA
C6orf203=HsaEX0011328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	71.67	NA	72.44	NA	65.45	NA	NA	NA	NA	NA	NA	80.14	NA	NA	NA	73.87	NA	NA	NA	NA	NA	NA
ARPC1B=HsaEX0006026	1.03	2.52	0.00	0.00	0.00	NA	NA	NA	1.54	NA	0.00	0.00	12.68	NA	NA	13.22	3.82	NA	NA	NA	NA	NA	NA	8.52	9.03	6.74	9.94	9.82	10.37	18.47	0.00	13.74	0.00	NA
SAMD10=HsaEX0056128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.06	41.44	38.01	40.48	34.52	33.16	38.72	32.08	26.75	37.29	38.96	29.57	27.81	15.73	49.24	27.05	26.73	29.91	32.44	15.04	30.08	29.61
PNPLA7=HsaEX6064311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	89.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
